index,ratings,reviewText,label
12,5,Katie Reus is an excellent writer.  I just love to read her books.  She is a writer that keeps you captive.,1
13,5,The best thing about this series is the fact that it could be neverending :) There are always more stories to tell when it involves surviving the Zombie Apocalypse.,1
14,5,This was such a great follow-up to the book Tempted.  It provided such insight and allowed me closure that I had not realized I lacked in Tempted.  I think the cover art may scare some people off - but believe me this is not gay porn (even though my husband looked at the cover photo on my kindle and was shocked that I was reading what he thought was gay porn).,1
15,5,Its true that it is a short story but it is very sweet too.  Wish that all life problems end up happily like this story.,1
16,4,"Luc Tessier is one of the most successful chef's in the world and he has the arrogance to prove it. The only problem with his charmed existence is food critic Daniel Sheridan who has been maligning his food and ruining his reputation. So Luc invites Daniel to his restaurant to come test his cuisine and hopefully sway the critics opinion on his food. That is until he meets Daniel. The older stuffed shirt he'd imagine bears little resemblance to the sexy man who appears inside his restaurant and his whole focus changes. Now, all Luc can think about is getting Daniel in his bed. But Daniel knows of Luc's playboy reputation, so Luc has to do everything in his power to prove to that he can be committed in all things.I've read Ms. Blackwell's previous release and loved it. So when JUST DESSERTS came up and I saw that not only was it by one of my new favorite authors, and she was writing about food and chef's, I was all over it because whenever I manage to wrestle control over the television from the kidlets, I always turn the television onto the Food Network. So I couldn't wait to read JUST DESSERTS.I don't know if I had unrealistically high expectations because I really enjoyed her previous release, but I was a little disappointed with JUST DESSERTS. It was a little too much for me (in terms of some of the sexual content and whether I thought it fit the charecter development), but I freely admit that it's a personal thing. Despite my personal feelings, I happen to know four of five people at the top of my head who I could recommend JUST DESSERTS to who will love it and think I'm a moron for not giving JUST DESSERTS a higher rating. There are a couple scenes that are actual drool worthy for any m/m fan. The sexual chemistry between Luc and Daniel was off the charts, and my only grip about the whole story was the lack of an emotional connection to equal the great sexual chemistry between them.Review courtesy of CK2S Kwips and Kritiques",1
17,5,Really liked this book from the standpoint of the inner workings of the machines. Didnt really care for the last part of the book but the history more than made up for it.,1
18,5,"Ever since I found out that people voted on which books should be in the Bible, I was fascinated - and determined to read what was voted out. In my quest for unknown wisdom and sayings of Jesus, I soon found the Gospel of Thomas. And it turns out the book attributed to the 'doubter' among Jesus' followers actually contains the most precious wisdom of all. It feels pure. It feels original. It's obvious that parts of the traditional gospel were derived from these sayings. And the author does a very good job of analysing the 114 sayings in this gospel, looking at them from all angles, not shying away from referring to other philosophical masters such as Lao-Tze. Yet, he doesn't want to force his insights upon us - he clearly states at the beginning of the book that we should each seek to interpret scripture our own way. I found this book to be a true gem, even if you already know the Gospel of Thomas and have some ideas about what the ideas contained therein may mean. Let yourself be fanscinated and swept away by mr Kapuscinski's interpretation and analysis of a book as old as the dawn of our Christian era. Read it in one sitting or read one chapter each day and take the time to contemplate it. You won't regret reading this book!",1
19,5,This is a series of stories that should be read in order. Piper creates a universe in which each of these stories form a portion of the common history. This is classic sci-fi so you'll find the technology dated. I found it amusing. It doesn't affect the story though.,1
20,5,As always!!! Loved them!! Love the Westmoreland family. All five of the books were fantastic.  Looking forward to the next five.,1
21,4,What a very touching love story. Lord Bernard falls head over heals for Lady Joanna and rescues her from an abusive hudband. This was a shorter read and has slight feelings of being incomplete....BUT it was enough to hook me. I cant wait to read the other books in this series!,1
22,4,"The Dragon Knight series takes a short turn away from the main characters to tell the story of Lucia and Marcus. Lucia is a commoner who is working as a serving maid at a local tavern. Lucia has been trying to help a dragon (Sir Reynor) who is hurtand ill, but her skills are not up to the job. She finally goes to the castle to get help from a healer and is immediately involvedwith the dragon's knight Sir Marcus and his partner Sir Kaden, Reynor's mate.Lucia is a from the country of Helios, raised by the Jinn, she does not have a commoner background, she has a limited healing ability and is not afraid of dragons. Sir Marcus is totally captivated by her and his partner is also attracted in spite of his feelingsof guilt about Reynor's injury. The three can become a family, if Reynor can be healed and is able to fly again. Learning about Lucia's background and why she doesn't act the part of a serving maid becomes part of her attraction to the two knights.This story was listed as number 4.5 in the series and was only $2.66. I enjoyed this story and liked the character development,not sure if this shouldn't have been a regular book in the series, as it provides an intergral part of the plot. If you're reading the entire series, don't miss this book.",1
23,5,I stayed up way past my bed time to finish it. I enjoyed the book and will be reading mire by this author,1
24,5,"what can I say about this book. it was a sweet story about what can happen on a vacation. the characters had me glued to the book. I was on the edge of my seat wanting to know what happened next. the dialogoue was fantastic, creative and inspiring. this is the 2 nd book I have read by the author and she clearly does not dissapoint.",1
25,4,"I just had to read this book about this couple that actually did what a lot of us dream of doing!  Selling it all and moving to an island in the Bahamas.  What I didn't expect is how hard it is and how much work it took and takes them.  But I was glad to hear about the warmth of the island folk, and enjoyed reading about the day to day life there.  This book is entertaining and educational at the same time.  I do wish there were more pictures, I would love to see more pictures of the beauty of the island.  I know it must be breathtaking.  Thanks for sharing your story with us and I hope you write another book to let us know how the saga continues!",1
26,5,"I saw this book in my local library time and time again when checking out books by Jaci Burton and thought it might not be worth reading.  Was I so ever wrong!! The powers that Aidan had and the need for Melissa was fun to read. After Melissa opened her heart & Aidan too, the powers he held within his body added additional flair to the story. Great book Jaci!!",1
27,5,I gave this book a five star rating.  Loved 're story line made characters real to me. Liked the slow way their loveThere romance form.  Recommend this book to anyone even it was not the usual books I read. Enjoyed the story line.,1
28,5,"This story showed that even when you're really not looking for love it can hit you smack dab in the face and you, can't let it go or you lose yourself.",1
29,5,"Kate's run from Alaska to Hawaii. She's scared and heartbroken and she barely steps foot outside. But as a shaman had predicted, she's got ""bad spirits"" and trouble finds her anyway. This time it's not the drug lord, rather it's some Hawiians bent on returning to the old ways. Old ways that include human sacrifice...As always, Ms. Berkom delivers a well written enjoyable story that's impossible to put down. I just love Kate, she's always doing the unexpected and that's what keeps her alive.",1
30,5,"am wondering if there is some real truth in this story, in real life.There is a lot of political cover ups & the characters are well fleshed out.  I think the story needed another chapter in order to have a better ending. Perhaps there will be a sequel?",1
31,5,This fast paced book kept me thoroughly entranced.  The plot is well woven and has a definite solution and resolution.  This a book I want to read again.,1
32,4,"I'm a HUGE fan of dragon shifters and this was my second time reading this story and I enjoyed it just as much as the first! There's so much to enjoy within; great characters, a ton of emotion, a hot male/dragon, a kick butt heroin and a sweet and touching romance that will curl your toes. Any paranormal romance reader will love the escape they get with Dragon Blues.Lila is a very strong, independent and dangerous woman that knows how to defend herself in any given situation. Actually, she's so well trained her body is a lethal weapon! Having actually killed twice in her life protecting others, she's afraid of what the outcome may be if she's found out, but keeps going forward and living her life. Receiving a call from a stranger that her sister is in need of her, she packs up and runs straight to her only to find an uncomfortable situation that she's trying her best to deal with. This stranger is a very handsome man that was only trying to help her sister and she finds herself very attracted to him, but keeps pushing it away. When she finds out her sister has been murdered only days after first seeing her, she plans to find the murderer and give him what he deserves, a painful death. But will she have to find him and complete her revenge alone or will Noah accompany her and help her find who it is?Noah is a lone male, and is also a dragon, a very fine one at that! He has lived thousands of years, a very lonely and solitary life by his own choice. His love of music has kept him feeling alive and in human form for many of his years. The only other things he's ever loved are his cat and his treasures, that's until he meets the beautiful warrior, Lila. She does strange things to him that are unfamiliar and he finds the pull hard to resist. But he's lost on how to proceed without pushing her away.These two go through so much together and make an amazing team! Be ready for an emotional, sensual and exciting ride :)",1
33,4,"""All That Remains"" is an interesting short story set in a zombie apocalypse.  The zombies and the destruction are only background noise, however, as the tale is an emotional confrontation unravelling in the mind of the main character.  The only zombie to make an appearance is known to this character, which triggers the struggle.For the most part, the writing is good.  There are issues with grammar and pronoun confusion--namely using a pronoun that doesn't have an obvious connection to a subject.  Some odd turns of phrase and misplaced commas also create some confusing sentences.  I wouldn't consider these quirks to be major as they aren't enough to make you stop reading.Two oddities caught my eye: the main character wields a rifle in the story, but she has to cock back a hammer.  Since the type of rifle is never described, it's not a big deal; but most of the modern rifles I've shot don't have a hammer.  The other oddity involved the need to disable the brain stem, but the character pointed them towards the top of the head to do so.  Again, maybe my biology is off but the brain stem is near the base of the skull.  Neither one of these oddities are deal-breakers, however.""All That Remains"" is a great quickie for anyone that enjoys thriller situations with a touch of emotion thrown in.",1
34,5,"When I started reading this book I was so disappointed because it was about Carlotta Ennis.  She was such a selfish person in the first two books of The Brides of Bath series.  She never cared about anyone but herself.  I was so angry with her for not having her son with her I wanted to scratch her eyes out and she always wanted what was out of her reach.  After a few chapters I started changing my opinion of her.  She went from a selfish, self-adoring person to a caring, loving wife and mother.  The many ways she helped her husband changed my mind about her.  I understand now that she was a frightened and lonely person.  Ms. Bolen has a way of changing a character in such subtle ways that it was done before I realized it and I liked the new person she created. I had almost forgotten what kind of vixen Carlotta was before she met James.",1
35,4,"This is a book every mother should give her young teenage daughters to show them what to look for in a man. It's a romance that shows the power of God when hearts are yielded to Him. It's a story of God's grace and healing. Carrie Turansky reminds me of a modern day Grace Livingston Hill, whose love stories enthralled an entire generation. The characters are so real, with hurts and preconceived notions about people ... in other words, just like us. You'll want the story to go on and not end. Novel Journey and I give it a high recommendation. It's a must read.",1
36,5,"This book was the 2nd installment of a journey into the paranormal unknown. It was emotionally deep, humorous, clever & interesting. This series is not like other paranormal series. It's a fresh take on the genre. I love the characters. They feel very real to me. I love that they are so human, although they are not.This adventure is very interesting & addictive. The dialogue is great & gaining insight into the way they think & feel, given their unexpected journey into the unknown, is very complex. I am hooked, fascinated & unable to get enough. Thanks H.T., you've got another great book in this series.Note: try to read these books in the order they were intended.",1
37,4,"This is a good series.  The author uses the &#34;multiple events going on at once&#34; approach, and sometimes I get lost trying to remember who this character is again, or that character, but other than that, he keeps my interest in the story. I bought the whole series, and am looking forward to Book 3.",1
38,5,Why do children die? What is their mission in the afterlife. How do they make choices even with the guidance from relatives who have gone before them. Excellent tale of a young boys heavenly adventure.,1
39,4,A Great read. The Husband to be is a special person who is anyone's dream of a hero to be tied in marriage to.,1
40,4,Enjoyed reading this because it held my interest to the very end.  The characters were all very interesting and had a great plot.,1
41,5,"This short story was definitely worth reading and took me on an emotional roller coaster ride. I caught a glimpse of the early years in a couples' marriage and witnessed its demise, as slowly but surely, their emotional lives together came to a crashing halt. They were together discussing the future in bed, believing their marriage may end in divorce. However, the husband made allusions to the fact that everything would go to his wife, that everything including the kids would soon be hers.At the end of the book I was left wondering whether the bedroom conversation even took place or if it was two souls communicating, a husband trying to convey a message to his wife and, given her response, he decided to no longer fight.I'd really encourage you to read this book, especially if you're struggling in a relationship or about to embark on one.",1
42,4,"Let me start this review by saying: Holy Freaking Monkeys this book was STEAMY SIZZLING HOT! Getting that out of the way I can tell you The Gladiator's Master was a very nice surprise. If I'm honest I wasn't expecting to like this book as much as I did, but this book was great in many ways.Gaidres is a man who lives for revenge. His previous owner Cruxos came to his little town and not only took him as a slave, he also murdered his lover. After Cruxos death, his nephew Caelius has inherited him and the ludus where Gaidres has lived the last couple of years. Caelius may not be the man who took him as a slave but just by sharing Cruxos blood Gaidres considers him guilty, therefore in his revenge plans he needs to die too.After arriving to the ludus and meeting his new gladiators for the first time Caelius is appalled at the conditions they have been living.  His uncle's ""care"" left a lot to be desired. Caelius is a man who doesn't enjoy violence but see the ludus as an opportunity to increase his political power; for that reason he wants to bring the ludus back to his former glory and decides to invest in the gladiators welfare. One gladiator has caught his eye, not only he is the one in the best shape but Gaidres also has a daring look. Caelius names Gaidres as the ludus representative and mediator. But what Caelius really wants is for Gaidres to come willingly to his bed.Gaidres is intrigued by Caelius, not only he is a different kind of dominus but he is also a very attractive man. Gaidres knows Caelius wants him and if he is honest with himself he wants him too. Making his decision, Gaidres come to Caelius' bed. On the beginning he wants to get closer to Caelius just to wait for the perfect opportunity to kill him, but after spending some time with Caelius Gaidres realizes that the Roman he should hate is slowly stealing a place in his heart. A place Caelius will be very please to keep if just Gaidres allows him.I really liked Gaidres, he is the perfect tortured hero who needs to leave his sad and traumatic past behind to be able to embrace his future and all the good things that will come with it.Even though I liked caelius I found his character a bit too modern for the times. I'm not so sure how a Roman society would have accepts his actions without a problem.My final thought: As I said before I really loved The Gladiator's Master. This book was not only sexy but also emotional intense. The characters are strong and well developed, the story line is interesting and entangling and the writing was beautiful. There are many (great) sex scenes but they are all masterfully written. At no time they felt like fillers but more like an important part in the development of the relationship.The Gladiator's Master is a book you will read with a grin on your face and a book I recommend you if you like m/m sexy stories.",1
43,5,"Reincarnation does not make for me sleeping. Loving the book but I am going to have a nightmare for sureDone and loved Colin the best even though the reincarnations ha me scared. After I go to LoDo I wanna go to Laceybourne for sure. The characters were rich and very descriptive. I enjoyed the Beatrice and Royce characters and their history. They were in love and murdered  having their throats slit. The murder happens before they are able to consummate their relationship. This starts a curse that comes back to haunt them when they are reincarnated in the present day.Colin and Sybil are waiting for their soul mates. He's a man of wealth and power, she is an American in England.  Both are losing their faith in love. It took a while but Sibyl warmed up to him.  There was a lot more paranormal in this book than the others.",1
44,5,"Too bad this free download is buried amongst so much drivel.  I found this by accident and felt like I struck gold.  The premise, humor, sarcasm and plot twists are wonderfully executed -- sort of Gatsby meets a modern Sherlock Holmes.  I thoroughly enjoyed these intriguing mini-mysteries.",1
45,5,OMG!!! This book is off the charts from begining to end... I love how you kept it the story with the cover and the beast.... The twins and Latisha gtes it in they are not to be messed with... Thats what you call a family that sticks together and the vengence they had out for their dad priceless.... Joeeeeeeeeeeeeeeee!!! you did a wonderful job keep up the work!!!!,1
46,5,"this was a great read, and loved the characters. Looking forward to seeing more of this author in the future.",1
47,5,"I bought this book back in 2012 and finally got around to reading it this week on my Kindle - and boy, am I glad I did. This is a fascinating world that deserves more books, plus more detail about how the world got that way (though I can see it happening right now, so...). It is rich in detail, yet the detail doesn't drag the story down. My only kvetch is the heroine toward the end, and her flip-flopping on the hero. It makes sense, yet I did tend to skim some of those parts to get to the climax of the book. Overall, for a debut book, this is a terrific one - and I hope there are more in the series. If you haven't read this, do - it'll be a good heads up, about what could very well happen to our own world.",1
48,4,"Tough and tenacious, Riley Drake is a first-class private eye who runs background checks for a dating service on the side. She has zero interest in helping billionaire John Stratton clear his name so the man can resume dating again. The handsome widower would be quite the catch---if it weren't for the fact that he probably murdered his wife.I really enjoyed Riley Drake and I am looking forward to reading more of her adventures.",1
49,5,"After reading the ""bad"" reviews, I passed on this one. Then I read Mr. Bebb's disclaimer. I was hooked. Even though it was supposedly hard follow (too many characters too soon) and not worth finishing (too much gore and blah blah blah....), what the Keck, I'll give it a go. Truly glad I did. Enjoyable read. Thanks again Mr. Bebb.",1
50,5,"I will have to say that I typically don't like dragons but this dragon...oh my...I loved him!  Plus, I love a good mystery and this story had it in spades.  What I found interesting was how Ms. Pape incorporated the fantasy element with the mystery that surrounded the dragon.  The dragon had its own personality.  He drinks beer for goodness sake and is well versed in the modern era.  I loved that he starts off as being a bit of rogue but in the end, he's just a big ole' softie.The romance between Eric and Lori was utterly charming and believable.  I instantly connected with them and watching the slowly grow to love each other was a treat.  Yes, they had only met but while it could have been instalove/lust it doesn't.  Lori has the most to lose in the relationship since is coming off a very bad relationship with a co-worker and having to deal with all the stuff that comes with it.  I loved the scenes when is confronted with dealing with the ex and his new love.  LOL!The secondary characters of Ben, David and Wesley were brilliant.  While everyone in the book was a so-called geek, they were completely comfortable in their skins and made no apologies for who and what they were.  Utterly relatable and charming.  I also liked the secondary romance in the book between Ben and Wesley.  Talk about being stubborn but in the end, Ms. Pape did a great job with them and it didn't distract from Eric and Lori's romance.The mystery element was good and intriguing.  It wasn't a hard storyline to follow and what made is so interesting was the dragon's input to the situation.  There were moments were I was laughing out loud with the dialogue between the characters.Again, I don't read a lot of books with dragons but I can not recommend this book highly.  Great characters, a relevant storyline and a great romance make for an awesome book.I miss Drake already.Marika/Harlie",1
51,5,I wish It was a full length story! I wanted to read more. It drew me into the series and Im loving it!,1
52,4,"This second in the Secret McQueen series lives up to the potential of the first.  The environment in which Secret travels in her search for Holden's secret is rich in atmosphere, description and definitely thrills.  The dialogue, especially that between Holden and Secret is at the same time witty double entendre with an undercurrent of deadly repartee and warning.  The characters are supernaturally varied enough to be individuals, and the association of both taste, sight, and smell Secret associates with her werewolf lovers is an interesting facet.  We learn more about her own background in this one, also.Though the plot's much too complicated to give more than a brief synopsis, it's definitely one I recommend, and one you won't want to miss.  The story's exciting, sexy, bloody, and has a definitely surprising ending.This novel was supplied by the publisher and no remuneration was involved in the writing of this review.",1
53,5,"Be careful what you wish for . . .Paul wished for a demon slave to bring his every fantasy to fruition (an X-Box 360, Lauryn the hot office temp). Instead, he got stuck with Scarth, quite possibly the most annoying demon that hell ever spawned. He's destructive, he's irritating, and he's a bit . . . thick. He also has a nasty habit of eating people when he can't score some ice cream. What is Paul to do when even hell won't take him back?I absolutely adored this fresh and witty tale and recommend it to urban fantasy fans! With a fast-paced plot and quirky, unforgettable characters, it will leave you wanting more.*goes off to grab the rest of the series*",1
54,5,I LOVE ANUTHING ABOUT KNIOGHTS. MAYBE I WAS BORN 500 YEARS TOO EARLY. GOOD STORY LINE./ LOT OF ACTION. ENJOY,1
55,5,Black tells a good story in an exciting manner.  This is another one that you njust cannot put down. Great!,1
56,4,"Book 2 ""Stormy Weather"". Book 1The Cajun's Captive. Book 3Seduced by a Cajun Werewolf.Stormy Weather""a 5-in-1 anthology"" - books 1-5 in the one place, at the one price!Plot:Sent by her Stalker to find Angelica in the Bayou, Jules and Andre return her to their ""cabin"" to wait out the hurricane and have Hot Sex. But can they also have a HEA?Comments:- Contemporary paranormal (shape shifting, magic, telepathy) erotic romance with menage sex scenes.- 905 kindle locations, 16,000 words (novella). Finishes around location 840.- m/f/m, m/f - explicit, generous, frequent. No m/m (brothers). Aiming for a committed m/f pair - Brother Andre is just there for the fun sex until the hurricane passes.- Includes an excerpt from ""Seduced by a Cajun Werewolf"".Opinion:This is one of those books where she hops into bed with the two hunky guys and forgets about The Real World. When she comes back down, there's still the crazy Stalker and Magical Werewolves to deal with... But it's a novella so we only touch on *that* stuff. There's sex to be had! A highly erotic story with not a huge amount of storyline and a somewhat rapid ending. But that's fine. It doesn't *need* to be anything else. ""Bitten in the Bayou"" delivers on it's goal - hot menage sex with two werewolves and an Instant HEA. Why not?I will note the paranormal is somewhat incidental - more ""the beast within all men"" than base wolf attributes living in (almost) harmony with the civilized man. It isn't necessary to the plot, and in fact detracts somewhat from the ending.3.5 stars rounded up. The sex is HOT. And I like the character development. Looking forward to Andre's story inMated to a Cajun Werewolf.-CR-",1
57,5,"That was excellent. 4 first books were amazing, I was not sure first about last two. I wish the story would explain what was in Gideon's mother diaries and why she was depressed. Also, Madeline had 4 sisters, no brothers. But Francine still had the same last name. Was she coming from another branch of the family? I hope maybe there will be a 7th book",1
58,4,"The dark hero does the right thing, even at deaths door. The raven who has its own uses for the hero wont let him die.  He wakes up and cant remember a thing about himself, but knows interesting things,  does he want to know why he knows what he does.  and why is he powerless to just waltz away from a situation where hes not welcome, in danger and made an impression on the young noble girl.  Spoiler: this is a realism novel so he doesn't get the girl, but he isn't who he was either.  Can't go dark knight if your all shinning and the noble marries you right.?.",1
59,5,"I love Scott's stories. Once I start I can't put it down. The titles of the stories are so similar, however that I have problems getting back to a story after I've finished reading it.",1
60,5,"Second Chances is a delightful historical romance--an endearing, emotional tale filled with believable drama and characters who grab your heart. Heroine Lady Emma Easton and hero Viscount Drake must overcome the loss of loved ones, the machinations of Emma's perfidious father and their own personal demons before finding happiness. Using vivid descriptions, Ms. St. John makes you feel you're actually at Westbourne and you'll find yourself smiling, laughing, and crying along with her characters. Her plot twists keep you turning the page and her secondary characters are as superbly developed as Emma and Drake. Like me, you'll be anxiously waiting Malcolm and Katherine's story. Bravo, Ms. St. John.",1
61,5,"The only part I wasn't crazy about was the flashbacks to wartime. Other than that, the author did a tremendous job of keeping me interested. The characters and storyline were equally good, which is rare. If you give this one a shot, you won't regret it. Looking forward to more from this author.",1
62,4,"I enjoyed reading the sample, and I liked the rest of the story even better, as the action and conflict intensified.The story is told in first person from the perspective of Tainie, a teenager with self-esteem issues, who has suddenly become a shapeshifter.The story felt real to me, and as I read it, I experienced it as if I was Tainie.  The plot unfolds at a good pace, and the writing flows well. While reading, I found it easy to suspend my disbelief in shapeshifters and such.The only time when I felt I couldn't believe the story was shortly after Tainie realises she's a shapeshifter. I'd have expected that in this situation, she'd be pressing everyone for information, do a lot of research, find out everything she can about shapeshifting. She doesn't, and even consents only grudgingly to listening to her mother who can explain it. During those scenes, I felt alienated from the story. A few pages later, I was again fully absorbed.",1
63,5,"What an exciting book to read! Cowboys & girls will not want to miss this one. A modern day rodeo setting that includes political activists, a mother/son/mom's boyfriend war, and well-written romance, makes this book much more than just another western story. Loved reading this contemporary rodeo adventure by Robert Hatting.",1
64,5,"I really like the Christian Romance books, easy reading and I couldn't put the book down!  The whole series is good and if you like these kind of books you will want to start with book # 1.  It has happy times, sad times but the ending in book # 3 is so awesome when Jane's childhood friend is the new doctor.  I highly reccommend this series for relaxed reading.",1
65,5,"Hoyt can not go wrong in my mind, but this is my Favorite of hers because she shows that there is always a chance at love for us all, even the seemingly broken ones.",1
66,4,I liked this book because it showed me how many ideas are available if one doesn't get locked up in one category.,1
67,4,"It is short but sweet. Read it in one seating, a 40-minute seating.I'm thinking I'll be reading the other books in the series.",1
68,4,Love in Bloom is great reading.  It is a perfect adult reading - just the right about of romance mixed with sex.,1
